"id","machinerydataid","mass","type","bunker_lot_id","type_group","mach_type"
69633058,193142708,"0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330","","other_minor"
70810869,198918704,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810912,198918918,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810914,198918942,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70922023,199619628,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922024,199619629,"0.100000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922025,199619633,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70922034,199619775,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922035,199619776,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922036,199619780,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70922105,199620298,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922106,199620299,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922107,199620303,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70834408,199090243,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70834426,199090507,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70922152,199620693,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922153,199620694,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922154,199620698,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70850436,199197786,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810900,198918876,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70939768,199732482,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70939769,199732483,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70939770,199732487,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70922018,199619565,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922019,199619566,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922020,199619570,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70922138,199620564,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922139,199620565,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922140,199620569,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70922155,199620705,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922156,199620706,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922157,199620710,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70810691,198916354,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70850468,199198003,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70834403,199090087,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70834415,199090351,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70834428,199090531,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70834412,199090303,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70834409,199090267,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70834405,199090135,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70834404,199090123,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70834402,199090063,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70834401,199090039,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70834399,199089981,"0.100000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70834398,199089969,"0.100000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70834397,199089913,"0.100000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70834394,199089842,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810962,198919259,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810961,198919247,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810960,198919235,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810931,198919140,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810924,198919056,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810899,198918864,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810897,198918840,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810896,198918828,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810870,198918716,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810868,198918692,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810739,198917024,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70810725,198916913,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70810711,198916628,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70810707,198916559,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70810700,198916467,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70810697,198916416,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70922147,199620650,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922148,199620651,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922149,199620655,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70922116,199620393,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922117,199620394,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922118,199620398,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70922094,199620214,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922095,199620215,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922096,199620219,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70922070,199620042,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922071,199620043,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922072,199620047,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
69633813,193145530,"0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330","","other_minor"
69633405,193143964,"0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330","","other_minor"
69633115,193142940,"0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330","","other_minor"
70850461,199197939,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70850427,199197519,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70850420,199197396,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70850426,199197500,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
69633327,193143698,"0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330","","other_minor"
69632994,193142473,"0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330","","other_minor"
70850432,199197646,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70850422,199197440,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
69633472,193144227,"0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330","","other_minor"
69633473,193144228,"1.900000","lfo","f436c178-6a22-4a6e-bf9d-c551d547bf6e","","compressors"
69633880,193145790,"0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330","","other_minor"
69633946,193146058,"0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330","","other_minor"
69634024,193146317,"0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330","","other_minor"
69633608,193144754,"0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330","","other_minor"
69635254,193150999,"0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330","","other_minor"
70810849,198918497,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810895,198918816,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70922109,199620341,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922110,199620342,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922111,199620346,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70929409,199672428,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922006,199619461,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922007,199619462,"0.100000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922008,199619466,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70929410,199672429,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70929411,199672433,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70922028,199619691,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70850429,199197595,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70922029,199619692,"0.100000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922030,199619696,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70850431,199197619,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
69633746,193145266,"0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330","","other_minor"
69633543,193144495,"0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330","","other_minor"
70850388,199197012,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
69632872,193141995,"0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330","","other_minor"
69632664,193141235,"0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330","","other_minor"
69633267,193143462,"0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330","","other_minor"
69632746,193141508,"0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330","","other_minor"
70850460,199197927,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
69635120,193150504,"0.049000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70810747,198917071,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70810763,198917222,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70810759,198917174,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70810963,198919271,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810808,198917667,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70921943,199619002,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70921944,199619003,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70921945,199619007,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70921982,199619297,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70921959,199619115,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70921960,199619116,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70921983,199619298,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70921961,199619120,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70921984,199619302,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70921988,199619338,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70921968,199619168,"0.000000","lfo","9d73f9b7-a2a4-468c-86b1-a716d4ff2396","","unknown"
70921969,199619169,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70921989,199619339,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70921970,199619173,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70921990,199619343,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70922121,199620436,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922082,199620128,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922083,199620129,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922084,199620133,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70922122,199620437,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922123,199620441,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70810719,198916851,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70810688,198916323,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70810765,198917246,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70810737,198916993,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70850455,199197843,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810930,198919128,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70834395,199089862,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
69633201,193143223,"0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330","","other_minor"
70929415,199672452,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70929416,199672453,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70929417,199672457,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
69632942,193142243,"0.100000","mgo","ed742ebe-f93f-47c4-bd24-19bd50573330","","other_minor"
70922041,199619826,"0.000000","hfo","66327a31-2b03-4146-819d-099856098c80","","unknown"
70909672,199553604,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70909673,199553605,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70909674,199553609,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70850392,199197060,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70922042,199619827,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922043,199619831,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70834427,199090519,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70834414,199090327,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70834410,199090279,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70834400,199090015,"0.100000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70834391,199089746,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810920,198919008,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810816,198917787,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810913,198918930,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810862,198918575,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810813,198917744,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70810766,198917270,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70810757,198917150,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70810799,198917414,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70922100,199620255,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70922101,199620256,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70810722,198916882,"0.100000","mgo","23f7f805-b0f5-413e-aa1f-90546da9ce2e","","other_minor"
70922102,199620260,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70810928,198919104,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
